,Deck_1,Deck_2,Deck_3,Deck_4,tot_win,tot_los,Fridberg,Horstmann,Kjome,Maia,Premkumar,Steingroever2011,SteingroverInPrep,Wetzels,Wood,Worthy
0,-0.4771153925894216,-1.4217884580348605,-1.0891971965297982,2.9185588843610923,-1.4714133636150994,1.525682695191099,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
1,1.0241860807348782,-0.21795094299388124,-0.6688544324509901,0.2959722063475183,-0.5386133935475709,0.1354507364504738,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
2,-0.4771153925894216,0.4193748002631078,-0.7622639355796141,0.6410494008229886,-0.6351099421752463,0.16728810955140416,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
3,-0.60222384869978,0.348560828790109,-0.6688544324509901,0.6410494008229886,-0.6994409745936965,0.30525005965543567,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
4,-0.7273323048101382,-0.3595788859398788,-0.528740177758054,1.1931729119837409,-1.0532616528951728,0.804035571570011,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
5,-1.2277661292515716,-0.7844627147778716,-0.295216419936494,1.5382501064592111,-1.374916814987424,1.5044577797904788,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
6,0.39864380018308665,0.13611891437111268,-0.8556734387082381,0.5720339619278945,-0.5386133935475709,0.3583123481569862,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
7,-0.4771153925894216,-0.07632300004788367,-0.7622639355796141,1.124157473088647,-0.8602685556398221,0.69791099456691,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
8,-0.7273323048101382,0.348560828790109,-0.6688544324509901,0.7100648397180825,-0.7316064908029216,0.30525005965543567,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
9,-1.6030914975826465,-0.642834771831874,-0.6688544324509901,2.1593890565150575,-1.4070823311966492,1.62119481449389,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
10,-0.22689848036870494,0.7734446576281017,-0.8089686871439261,0.22695676745242424,-0.4099513287106704,0.18851302495202438,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
11,-0.10179002425834663,0.9150726005740992,-0.43533067462943004,-0.5322130603936103,-0.3134547800829951,0.1354507364504738,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
12,-0.60222384869978,0.0653049428981139,-0.575444929322366,0.7790802786131766,-0.828103039430597,0.804035571570011,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
13,-0.22689848036870494,0.5610027432091054,-0.43533067462943004,-0.11812042702304601,-0.5064478773383458,0.22035039805295473,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
14,-0.22689848036870494,-0.8552766862508703,-0.155102165243558,0.8480957175082707,-1.1497582015228482,1.0162847255762133,6.335087476375787,-0.5966941897186162,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
15,0.6488607124038033,0.9150726005740992,-0.528740177758054,-0.46319762149851623,0.04036589821848123,-0.7241583372746455,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
16,-0.22689848036870494,0.4193748002631078,-0.38862592306511806,0.2959722063475183,-0.4099513287106704,-0.002511213653557695,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
17,0.6488607124038033,0.9150726005740992,-0.9023781902725501,0.08892588966223615,0.04036589821848123,-0.1510856214578993,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
18,-0.3520069364790633,-0.3595788859398788,0.07842159257800202,0.4340030841377064,-0.7959375232213719,1.1011843871786944,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
19,-0.10179002425834663,0.13611891437111268,0.07842159257800202,-0.18713586591814005,-0.5064478773383458,-0.1510856214578993,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
20,-0.4771153925894216,3.1811196877100607,-0.9490829418368621,-1.429413766029833,0.780172771030659,-0.9576324066814681,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
21,-0.22689848036870494,0.7026306861551029,-0.6688544324509901,0.4340030841377064,-0.28128926387376996,0.4219870943588469,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
22,1.7748368173970281,-0.5012068288858764,-0.108397413679246,-0.32516674370832815,-0.3134547800829951,-0.1510856214578993,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
23,-0.22689848036870494,0.7026306861551029,-0.715559184015302,0.5030185230328005,-0.28128926387376996,0.5493365867625684,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
24,0.39864380018308665,1.1275145149930956,-0.528740177758054,-0.5322130603936103,0.07253141442770634,-0.023736129054177924,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
25,0.7739691685141616,0.348560828790109,0.03171684101369002,-0.8082748159739865,-0.1847927152460946,0.20973794035264462,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
26,0.14842688796237002,-0.07632300004788367,0.17183109570662602,-0.2561513048132341,-0.5386133935475709,0.4856618405607076,-0.1578510168532173,1.675900347666484,-0.1782486332369371,-0.26329468304794373,-0.20549873413169661,-0.3190387347732471,-0.3577299953078601,-0.2667968432263687,-0.5742311201165824,-0.2452293967791658
